continent,country,income,life_exp,population,year
africa,Equatorial Guinea,357.0,29.8,80377,1802
americas,Bolivia,854.0,33.0,1100000,1802
africa,Gambia,814.0,28.8,103274,1802
asia,Indonesia,995.0,30.0,16192985,1802
americas,Canada,1330.0,39.0,660832,1802
africa,Swaziland,490.0,32.3,86000,1802
asia,New Zealand,659.0,34.05,100000,1802
americas,Chile,1027.0,32.0,771447,1802
africa,Cape Verde,529.0,33.8,55716,1802
europe,Bulgaria,1089.0,35.89,2010981,1802
africa,Burundi,419.0,31.5,899097,1802
europe,Netherlands,4391.0,39.86,2262250,1802
asia,Kyrgyz Republic,508.0,23.94,530343,1802
americas,Guatemala,857.0,25.8,471035,1802
africa,Egypt,791.0,33.0,4238538,1802
americas,Nicaragua,973.0,25.4,219387,1802
africa,Guinea-Bissau,777.0,32.0,218167,1802
asia,Kuwait,1105.0,26.0,81280,1802
asia,Kiribati,552.0,24.9,17876,1802
europe,Ireland,1447.0,38.3,4154147,1802
africa,Central African Republic,424.0,30.0,479444,1802
asia,India,1052.0,25.0,169240360,1802
asia,Brunei,1512.0,29.2,2128,1802
americas,Haiti,634.0,29.0,723000,1802
asia,"Micronesia, Fed. Sts.",518.0,26.7,16416,1802
africa,Sierra Leone,734.0,25.1,794264,1802
asia,Wallis et Futuna,,,3721,1802
americas,Mexico,1379.0,26.9,6221089,1802
americas,Peru,1204.0,35.7,1314436,1802
africa,Seychelles,798.0,37.0,12522,1802
europe,Iceland,927.0,27.62,61428,1802
asia,American Samoa,,,8167,1802
africa,Mozambique,391.0,30.28,1993408,1802
africa,Mayotte,,32.5,8219,1802
asia,Iran,977.0,25.6,6298161,1802
asia,Iraq,970.0,31.2,1078517,1802
asia,Israel,880.0,32.0,209954,1802
europe,Italy,2268.0,29.69,18953419,1802
americas,Jamaica,1171.0,34.2,401000,1802
asia,Japan,1053.0,36.4,30364211,1802
asia,Jordan,977.0,31.7,217000,1802
asia,Kazakhstan,1142.0,26.2,2041282,1802
africa,Kenya,859.0,25.5,2574000,1802
asia,Bangladesh,876.0,25.5,19303259,1802
africa,Somalia,695.0,29.4,992336,1802
europe,Spain,1518.0,29.5,11613057,1802
americas,Panama,847.0,32.9,78842,1802
europe,Belgium,2413.0,40.02,3166538,1802
asia,Pakistan,1021.0,25.8,13175440,1802
asia,"Hong Kong, China",1007.0,34.9,20000,1802
asia,Lao,865.0,31.9,470000,1802
americas,Colombia,963.0,32.0,1206000,1802
europe,Latvia,753.0,33.0,590588,1802
africa,"Congo, Dem. Rep.",489.0,31.6,5163819,1802
africa,Lesotho,394.0,32.8,276361,1802
africa,Libya,1050.0,33.1,532121,1802
europe,Turkey,1222.0,35.0,9803103,1802
europe,Lithuania,1273.0,28.9,778655,1802
asia,"Macao, China",993.0,34.7,18021,1802
asia,Maldives,843.0,32.65,42378,1802
europe,"Macedonia, FYR",690.0,36.1,391865,1802
asia,Sri Lanka,898.0,32.6,1213000,1802
africa,Mali,603.0,26.41,1403398,1802
europe,Hungary,1250.0,36.0,3559579,1802
europe,Malta,782.0,28.7,134072,1802
africa,Mauritania,528.0,32.0,382696,1802
asia,Fiji,785.0,26.1,130959,1802
europe,Ukraine,765.0,36.6,11215490,1802
africa,Niger,446.0,30.8,1244861,1802
europe,Monaco,1953.0,,7789,1802
asia,Mongolia,592.0,31.8,619000,1802
europe,Montenegro,1058.0,35.4,126582,1802
africa,Morocco,715.0,33.1,2521203,1802
africa,Uganda,464.0,25.3,2101397,1802
africa,Namibia,540.0,32.4,229000,1802
asia,Nauru,554.0,,1834,1802
asia,Lebanon,1083.0,29.7,332000,1802
asia,Nepal,654.0,32.8,3881000,1802
africa,Nigeria,854.0,30.4,12100855,1802
asia,North Korea,578.0,26.0,4345000,1802
asia,Oman,916.0,32.3,318000,1802
europe,Norway,1282.0,38.37,878216,1802
asia,Australia,818.0,34.05,349274,1802
asia,Palau,839.0,,3875,1802
americas,Aruba,833.0,34.42,19286,1802
asia,Papua New Guinea,546.0,31.5,754894,1802
europe,Kosovo,,,383778,1802
asia,Philippines,962.0,30.9,1894389,1802
asia,Wallis et Futuna,,,3721,1803
asia,Northern Mariana Islands,,,3360,1803
americas,St.-Pierre-et-Miquelon,,,1782,1803
europe,Liechtenstein,,,5802,1803
europe,Faeroe Islands,,,13537,1803
europe,Channel Islands,,,43908,1803
americas,Anguilla,,,2025,1803
africa,Reunion,,33.0,92744,1803
americas,Netherlands Antilles,,34.41,42536,1803
americas,British Virgin Islands,,,6700,1803
americas,Martinique,,30.15,84039,1803
europe,Gibraltar,,,9873,1803
americas,Guadeloupe,,27.66,80726,1803
asia,French Polynesia,,25.6,62766,1803
americas,French Guiana,,30.5,9899,1803
europe,Croatia,,36.1,1227886,1803
africa,Zimbabwe,872.0,33.7,1085814,1803
americas,Venezuela,682.0,32.2,718000,1803
asia,Vanuatu,586.0,24.3,27791,1803
americas,Uruguay,1759.0,32.9,55000,1803
americas,United States,2167.0,39.41,7204537,1803
europe,United Kingdom,3339.0,37.32,12802656,1803
asia,United Arab Emirates,1009.0,30.7,40153,1803
asia,Tuvalu,719.0,,2499,1803
asia,Turkmenistan,946.0,24.0,367215,1803
asia,Niue,,,4535,1803
africa,Tunisia,716.0,28.8,863962,1803
asia,Timor-Leste,524.0,28.95,137262,1803
asia,Thailand,932.0,30.4,4665000,1803
asia,Tajikistan,557.0,24.24,466629,1803
africa,Togo,683.0,31.3,445985,1803
europe,Switzerland,2702.0,38.0,1849196,1803
africa,Swaziland,490.0,32.3,86000,1803
americas,Suriname,1637.0,32.9,80721,1803
africa,Sudan,518.0,31.4,4010017,1803
americas,St. Lucia,875.0,28.01,24000,1803
africa,Western Sahara,,34.75,2788,1803
americas,St. Kitts and Nevis,1165.0,,17202,1803
africa,South Africa,1480.0,33.5,1456693,1803
africa,Zambia,668.0,32.6,747000,1803
europe,Slovak Republic,1427.0,36.4,2140651,1803
asia,Singapore,1022.0,29.1,30000,1803
europe,Serbia,1358.0,35.5,2147197,1803
africa,Senegal,497.0,25.2,1009886,1803
asia,Saudi Arabia,847.0,32.1,2091000,1803
africa,Sao Tome and Principe,855.0,31.0,22731,1803
asia,Tonga,663.0,28.2,18647,1803
europe,San Marino,1409.0,,5492,1803
africa,Rwanda,433.0,31.8,928368,1803
europe,Russia,1435.0,29.57,31088398,1803
europe,Romania,816.0,35.7,5593772,1803
asia,Qatar,1110.0,30.8,14092,1803
americas,Puerto Rico,1376.0,30.43,166396,1803
europe,Greenland,393.0,33.87,9584,1803
africa,St. Helena,,,1997,1803
europe,Greece,1378.0,36.6,2174549,1803
europe,Bosnia and Herzegovina,669.0,35.1,851806,1803
asia,Samoa,1401.0,25.4,47276,1803
europe,Germany,1674.0,38.37,23178868,1803
asia,Uzbekistan,502.0,26.93,1919159,1803
africa,Burkina Faso,480.0,29.2,1665421,1803
europe,France,1813.0,30.64,29631844,1803
europe,Spain,1518.0,29.5,11645070,1803
europe,Holy See,,,905,1803
americas,Dominican Republic,667.0,29.9,89000,1803
asia,Cambodia,904.0,35.0,2090000,1803
europe,Denmark,2024.0,44.84,1075900,1803
africa,Tanzania,562.0,32.2,3019768,1803
americas,Cuba,895.0,32.58,377236,1803
asia,New Caledonia,,26.0,29432,1803
europe,Czech Republic,1916.0,34.95,5516349,1803
europe,Slovenia,1409.0,36.6,469664,1803
europe,Moldova,621.0,33.15,712558,1803
asia,Sri Lanka,898.0,32.6,1213000,1803
europe,Cyprus,854.0,38.5,184451,1803
africa,Malawi,350.0,30.3,737000,1803
asia,Nauru,554.0,,1834,1803
africa,"Congo, Rep.",580.0,32.7,314465,1803
asia,Cook Is,,,16195,1803
asia,Vietnam,861.0,32.0,6551000,1803
asia,South Korea,574.0,25.8,9395000,1803
americas,Turks and Caicos Islands,487.0,,3296,1803
europe,Finland,1251.0,28.53,1004229,1803
europe,Georgia,543.0,31.87,1072178,1803
americas,Costa Rica,775.0,30.21,53973,1803
asia,China,985.0,32.0,329946461,1803
africa,Chad,418.0,30.9,1432000,1803
asia,Myanmar,840.0,30.8,3506000,1803
africa,Liberia,797.0,31.1,313543,1803
asia,Palestine,1221.0,32.1,165944,1803
asia,Syria,1082.0,31.1,1337000,1803
americas,Barbados,914.0,32.12,81729,1803
africa,South Sudan,507.0,26.67,1031459,1803
africa,Djibouti,759.0,29.9,22848,1803
americas,Virgin Islands (U.S.),,33.4,40000,1803
americas,Bermuda,1228.0,,9734,1803
europe,Estonia,941.0,34.82,334136,1803
africa,Gambia,814.0,28.8,103274,1803
africa,Comoros,698.0,32.1,56346,1803
europe,Azerbaijan,775.0,29.17,879960,1803
europe,Poland,1227.0,35.9,9641009,1803
americas,Nicaragua,974.0,25.4,219387,1803
europe,Portugal,1685.0,35.6,3071600,1803
americas,Argentina,1508.0,33.2,534000,1803
africa,Gabon,390.0,30.6,158227,1803
africa,Ghana,698.0,28.0,2016034,1803
africa,Eritrea,532.0,30.2,205010,1803
africa,Lesotho,394.0,32.8,276361,1803
europe,Armenia,514.0,34.0,413326,1803
asia,Fiji,785.0,26.1,131172,1803
americas,Trinidad and Tobago,1231.0,32.9,60000,1803
americas,Brazil,1109.0,32.0,3758222,1803
asia,Afghanistan,603.0,28.18,3280000,1803
europe,Austria,1870.0,34.4,3229584,1803
europe,Sweden,1453.0,40.28,2376420,1803
asia,Solomon Islands,363.0,25.1,56998,1803
europe,Andorra,1204.0,,2654,1803
africa,Botswana,397.0,33.6,121000,1803
asia,Taiwan,996.0,28.3,2000000,1803
americas,El Salvador,975.0,28.7,248000,1803
africa,Guinea,450.0,29.53,983959,1803
africa,Angola,626.0,26.98,1567028,1803
africa,Central African Republic,424.0,30.0,479444,1803
europe,Luxembourg,1453.0,36.9,127030,1803
americas,Cayman Islands,1039.0,,2439,1803
americas,Antigua and Barbuda,757.0,33.54,37000,1803
africa,Cameroon,626.0,28.75,1860054,1803
americas,Ecuador,529.0,32.9,500000,1803
asia,Bahrain,1251.0,30.3,64474,1803
africa,Algeria,718.0,28.82,2530245,1803
europe,Belarus,609.0,36.2,2355081,1803
americas,Belize,579.0,26.5,25526,1803
americas,Paraguay,835.0,35.5,143000,1803
africa,Madagascar,573.0,30.5,1563348,1803
europe,Belgium,2413.0,40.02,3180835,1803
africa,Ethiopia,523.0,29.7,2948990,1803
africa,Cote d'Ivoire,822.0,31.16,1088530,1803
americas,Dominica,663.0,,19950,1803
americas,Guyana,1215.0,31.12,166034,1803
africa,Benin,597.0,31.0,636559,1803
americas,Montserrat,,,5230,1803
americas,Bahamas,1446.0,35.18,27350,1803
americas,St. Vincent and the Grenadines,838.0,25.99,25781,1803
asia,Bhutan,630.0,28.8,89989,1803
africa,Equatorial Guinea,357.0,29.8,80377,1803
americas,Bolivia,854.0,33.0,1100000,1803
africa,Somalia,696.0,29.4,992760,1803
africa,"Congo, Dem. Rep.",491.0,31.6,5163819,1803
europe,Netherlands,4297.0,39.86,2266124,1803
africa,Sierra Leone,734.0,25.1,794264,1803
asia,Indonesia,995.0,30.0,16235371,1803
americas,Canada,1339.0,39.0,668621,1803
asia,New Zealand,659.0,34.05,100000,1803
americas,Falkland Is (Malvinas),,,100,1803
americas,Grenada,959.0,31.4,29409,1803
americas,Chile,1027.0,32.0,771447,1803
asia,Maldives,843.0,32.65,42378,1803
americas,Aruba,833.0,34.42,19286,1803
asia,Tokelau,,,1008,1803
africa,Cape Verde,529.0,33.8,55716,1803
europe,Bulgaria,1089.0,35.93,2020377,1803
africa,Burundi,419.0,31.5,899097,1803
asia,Kyrgyz Republic,508.0,23.94,530343,1803
africa,Egypt,791.0,33.0,4236051,1803
africa,Mauritius,940.0,28.7,66983,1803
asia,Yemen,884.0,23.39,2593000,1803
americas,Guatemala,857.0,25.8,477189,1803
asia,Bangladesh,876.0,25.5,19341322,1803
africa,Guinea-Bissau,777.0,32.0,218167,1803
asia,Kuwait,1110.0,26.0,81280,1803
asia,Kiribati,552.0,24.9,17876,1803
europe,Ireland,1448.0,38.3,4199581,1803
asia,India,1052.0,24.0,169574075,1803
asia,Brunei,1513.0,29.2,2128,1803
americas,Haiti,634.0,29.0,723000,1803
asia,"Micronesia, Fed. Sts.",519.0,26.7,16416,1803
americas,Honduras,675.0,33.9,130517,1803
americas,Mexico,1380.0,26.9,6240873,1803
americas,Peru,1204.0,35.7,1314578,1803
africa,Seychelles,801.0,37.0,12522,1803
europe,Iceland,927.0,19.6,61428,1803
europe,Albania,668.0,35.4,414323,1803
africa,Mozambique,391.0,30.28,1998974,1803
asia,American Samoa,,,8166,1803
africa,Mayotte,,32.5,8219,1803
asia,Iran,977.0,25.6,6312430,1803
asia,Iraq,970.0,31.2,1079317,1803
asia,Israel,880.0,32.0,209954,1803
asia,Marshall Islands,540.0,,5828,1803
europe,Italy,2333.0,29.69,19019353,1803
americas,Jamaica,1171.0,34.2,401000,1803
asia,Japan,1054.0,36.4,30399188,1803
asia,Jordan,977.0,31.7,217000,1803
asia,Kazakhstan,1144.0,26.2,2041282,1803
africa,Kenya,862.0,25.5,2574000,1803
americas,Panama,847.0,32.9,78842,1803
asia,"Hong Kong, China",1007.0,34.9,20000,1803
asia,Pakistan,1021.0,25.8,13201420,1803
asia,Lao,865.0,31.9,470000,1803
asia,Guam,,27.5,6713,1803
americas,Colombia,963.0,32.0,1206000,1803
europe,Latvia,754.0,33.0,590588,1803
africa,Libya,1050.0,33.1,532446,1803
europe,Turkey,1222.0,35.0,9817960,1803
europe,Lithuania,1274.0,28.9,778655,1803
asia,"Macao, China",993.0,34.7,18387,1803
europe,"Macedonia, FYR",690.0,36.1,391865,1803
africa,Mali,603.0,26.41,1403398,1803
europe,Hungary,1250.0,36.0,3589865,1803
europe,Isle of Man,,,23533,1803
europe,Malta,782.0,28.7,134072,1803
africa,Mauritania,528.0,32.0,382696,1803
europe,Ukraine,766.0,36.6,11215490,1803
africa,Niger,446.0,30.8,1244861,1803
europe,Monaco,1955.0,,7789,1803
asia,Mongolia,592.0,31.8,619000,1803
europe,Montenegro,1058.0,35.4,126582,1803
africa,Morocco,715.0,33.1,2530245,1803
africa,Uganda,464.0,25.3,2101397,1803
africa,Namibia,540.0,32.4,229000,1803
asia,Lebanon,1084.0,29.7,332000,1803
asia,Nepal,654.0,32.8,3881000,1803
africa,Nigeria,856.0,30.4,12100855,1803
asia,North Korea,577.0,26.0,4345000,1803
asia,Oman,916.0,32.3,318000,1803
europe,Norway,1284.0,38.72,883080,1803
asia,Australia,820.0,34.05,348407,1803
asia,Palau,839.0,,3875,1803
asia,Papua New Guinea,546.0,31.5,754894,1803
asia,Malaysia,998.0,30.6,287000,1803
europe,Kosovo,,,383778,1803
asia,Philippines,963.0,30.9,1894389,1803
asia,Wallis et Futuna,,,3721,1804
asia,Northern Mariana Islands,,,3360,1804
americas,St.-Pierre-et-Miquelon,,,1782,1804
americas,Montserrat,,,5230,1804
europe,Liechtenstein,,,5802,1804
europe,Faeroe Islands,,,13537,1804
europe,Channel Islands,,,43908,1804
americas,Anguilla,,,2025,1804
africa,Reunion,,33.0,92744,1804
americas,Netherlands Antilles,,34.41,42536,1804
americas,British Virgin Islands,,,6700,1804
americas,Martinique,,30.15,84039,1804
europe,Gibraltar,,,9873,1804
americas,Guadeloupe,,27.66,80726,1804
asia,French Polynesia,,25.6,62845,1804
americas,French Guiana,,30.5,9899,1804
europe,Croatia,,36.1,1227886,1804
africa,Zimbabwe,873.0,33.7,1085814,1804
americas,Venezuela,682.0,32.2,718000,1804
asia,Vanuatu,586.0,24.3,27791,1804
americas,Uruguay,1759.0,32.9,55000,1804
americas,United States,2166.0,39.41,7343995,1804
europe,United Kingdom,3291.0,41.44,12965089,1804
asia,United Arab Emirates,1013.0,30.7,40153,1804
asia,Tuvalu,719.0,,2499,1804
asia,Turkmenistan,947.0,24.0,367215,1804
asia,Niue,,,4534,1804
africa,Tunisia,716.0,28.8,864607,1804
asia,Timor-Leste,525.0,28.95,137262,1804
asia,Thailand,932.0,30.4,4665000,1804
africa,Tanzania,562.0,32.2,3019768,1804
asia,Tajikistan,557.0,24.24,466629,1804
africa,Togo,683.0,31.3,445985,1804
europe,Switzerland,2703.0,38.0,1856976,1804
americas,Suriname,1637.0,32.9,80721,1804
africa,Sudan,519.0,31.4,4015320,1804
americas,St. Lucia,875.0,28.01,24000,1804
africa,Western Sahara,,34.75,2788,1804
americas,St. Kitts and Nevis,1165.0,,17202,1804
africa,South Africa,1481.0,33.5,1462023,1804
africa,Zambia,670.0,32.6,747000,1804
europe,Slovak Republic,1428.0,36.4,2140651,1804
asia,Singapore,1022.0,29.1,30000,1804
europe,Serbia,1359.0,35.5,2147197,1804
africa,Senegal,497.0,25.2,1009886,1804
africa,Sao Tome and Principe,857.0,31.0,22731,1804
europe,San Marino,1411.0,,5492,1804
asia,Tonga,663.0,28.2,18643,1804
africa,Rwanda,433.0,31.8,928368,1804
europe,Russia,1437.0,29.57,31088398,1804
europe,Romania,816.0,35.7,5637681,1804
asia,Qatar,1114.0,30.8,14092,1804
americas,Puerto Rico,1376.0,30.43,170378,1804
europe,Greenland,394.0,33.87,9584,1804
europe,Bosnia and Herzegovina,669.0,35.1,851806,1804
asia,Samoa,1401.0,25.4,47268,1804
europe,Germany,1686.0,38.37,23277009,1804
africa,St. Helena,,,1997,1804
asia,Uzbekistan,503.0,26.93,1919159,1804
europe,Finland,1253.0,35.91,1013244,1804
americas,El Salvador,975.0,28.7,248000,1804
asia,Cambodia,904.0,35.0,2090000,1804
europe,France,1817.0,29.38,29724666,1804
europe,Holy See,,,905,1804
asia,Myanmar,841.0,30.8,3506000,1804
europe,Greece,1381.0,36.6,2182403,1804
europe,Denmark,2028.0,42.83,1080399,1804
americas,Cuba,905.0,32.7,388621,1804
asia,New Caledonia,,26.0,29432,1804
europe,Czech Republic,1917.0,34.95,5516349,1804
europe,Slovenia,1409.0,36.6,469664,1804
europe,Moldova,621.0,33.15,712558,1804
asia,Sri Lanka,899.0,32.6,1213000,1804
europe,Cyprus,854.0,38.5,184471,1804
africa,Malawi,350.0,30.3,737000,1804
africa,"Congo, Rep.",581.0,32.7,314465,1804
asia,Vietnam,861.0,32.0,6551000,1804
asia,Cook Is,,,16214,1804
asia,South Korea,573.0,25.8,9395000,1804
americas,Turks and Caicos Islands,487.0,,3296,1804
europe,Georgia,543.0,31.87,1072178,1804
americas,Costa Rica,775.0,30.21,54466,1804
africa,Madagascar,573.0,30.5,1570144,1804
africa,Chad,418.0,30.9,1432000,1804
africa,Liberia,797.0,31.1,313543,1804
americas,Belize,579.0,26.5,25526,1804
asia,Israel,880.0,32.0,209954,1804
asia,Syria,1082.0,31.1,1337000,1804
europe,Ireland,1448.0,38.3,4245511,1804
americas,Bermuda,1228.0,,9747,1804
americas,Barbados,914.0,32.12,81729,1804
africa,South Sudan,508.0,26.67,1032822,1804
europe,Albania,668.0,35.4,415623,1804
americas,Bahamas,1446.0,35.18,27350,1804
africa,Comoros,699.0,32.1,56346,1804
europe,Azerbaijan,775.0,29.17,879960,1804
europe,Poland,1231.0,35.9,9685503,1804
americas,Nicaragua,974.0,25.4,219387,1804
europe,Portugal,1686.0,35.6,3084422,1804
africa,Gabon,390.0,30.6,158227,1804
asia,Palestine,1221.0,32.1,165944,1804
africa,Ghana,698.0,28.0,2016034,1804
africa,Lesotho,394.0,32.8,276361,1804
americas,Cayman Islands,1040.0,,2439,1804
asia,Pakistan,1021.0,25.8,13227451,1804
americas,Virgin Islands (U.S.),,33.4,40000,1804
asia,Saudi Arabia,848.0,32.1,2091000,1804
americas,Trinidad and Tobago,1231.0,32.9,60000,1804
americas,Brazil,1109.0,32.0,3798603,1804
europe,Andorra,1206.0,,2654,1804
asia,Taiwan,996.0,28.3,2000000,1804
africa,Central African Republic,424.0,30.0,479444,1804
europe,Austria,1878.0,34.4,3237622,1804
asia,Bahrain,1256.0,30.3,64474,1804
europe,Sweden,1358.0,39.7,2393815,1804
asia,Fiji,785.0,26.1,131386,1804
africa,Sierra Leone,734.0,25.1,794264,1804
africa,Cape Verde,530.0,33.8,55716,1804
africa,Angola,628.0,26.98,1567028,1804
europe,Luxembourg,1454.0,36.9,127030,1804
americas,Ecuador,530.0,32.9,500000,1804
asia,Afghanistan,603.0,28.17,3280000,1804
africa,Eritrea,532.0,30.2,205010,1804
africa,Cameroon,626.0,28.75,1860054,1804
asia,Solomon Islands,363.0,25.1,56998,1804
americas,Dominica,663.0,,19950,1804
africa,Burkina Faso,480.0,29.2,1665421,1804
africa,Algeria,719.0,28.82,2539318,1804
africa,Djibouti,762.0,29.9,22848,1804
americas,Argentina,1508.0,33.2,534000,1804
europe,Belarus,609.0,36.2,2355081,1804
africa,Botswana,397.0,33.6,121000,1804
europe,Armenia,514.0,34.0,413326,1804
europe,Estonia,942.0,34.37,334136,1804
americas,Grenada,959.0,31.4,29409,1804
americas,Paraguay,836.0,35.5,143000,1804
asia,Tokelau,,,1008,1804
africa,Ethiopia,523.0,29.7,2948990,1804
africa,Cote d'Ivoire,825.0,31.16,1088530,1804
africa,Guinea,450.0,29.54,983959,1804
americas,Guyana,1215.0,31.12,166034,1804
africa,Benin,597.0,31.0,636559,1804
americas,Dominican Republic,667.0,29.9,89000,1804
africa,Uganda,464.0,25.3,2101397,1804
americas,St. Vincent and the Grenadines,838.0,25.99,25781,1804
asia,Indonesia,995.0,30.0,16277868,1804
asia,Bhutan,630.0,28.8,89989,1804
africa,Mauritius,941.0,28.7,68415,1804
africa,Equatorial Guinea,357.0,29.8,80377,1804
americas,Bolivia,854.0,33.0,1100000,1804
europe,Lithuania,1276.0,28.9,778655,1804
africa,Gambia,815.0,28.8,103274,1804
africa,Somalia,696.0,29.4,993184,1804
africa,"Congo, Dem. Rep.",493.0,31.6,5163819,1804
europe,Netherlands,4502.0,39.86,2270004,1804
africa,Swaziland,490.0,32.3,86000,1804
americas,Canada,1347.0,39.01,676502,1804
asia,New Zealand,659.0,34.05,100000,1804
americas,Falkland Is (Malvinas),,,100,1804
americas,Chile,1027.0,32.0,771447,1804
americas,Aruba,833.0,34.42,19286,1804
europe,Bulgaria,1090.0,35.98,2029817,1804
asia,China,985.0,32.0,332750607,1804
africa,Egypt,791.0,33.0,4233566,1804
africa,Burundi,420.0,31.5,899097,1804
asia,Yemen,887.0,23.39,2593000,1804
americas,Guatemala,858.0,25.8,483423,1804
asia,Bangladesh,876.0,25.5,19379460,1804
africa,Guinea-Bissau,778.0,32.0,218167,1804
asia,Kiribati,553.0,24.9,17876,1804
asia,India,1052.0,23.5,169908450,1804
asia,Brunei,1513.0,29.2,2128,1804
americas,Haiti,634.0,29.0,723000,1804
asia,"Micronesia, Fed. Sts.",519.0,26.7,16416,1804
americas,Honduras,675.0,33.9,130777,1804
americas,Mexico,1380.0,26.9,6260720,1804
europe,Malta,782.0,28.7,134072,1804
africa,Mali,603.0,26.41,1403398,1804
americas,Peru,1205.0,35.7,1314721,1804
africa,Seychelles,804.0,37.0,12522,1804
europe,Iceland,927.0,24.76,61428,1804
africa,Mozambique,391.0,30.28,2004555,1804
asia,American Samoa,,,8164,1804
africa,Mayotte,,32.5,8219,1804
asia,Iran,978.0,25.6,6326730,1804
asia,Iraq,970.0,31.2,1080117,1804
europe,Italy,2433.0,29.69,19085518,1804
americas,Jamaica,1171.0,34.2,401000,1804
asia,Japan,1056.0,36.4,30434206,1804
asia,Jordan,977.0,31.7,217000,1804
asia,Kazakhstan,1145.0,26.2,2041282,1804
africa,Kenya,864.0,25.5,2574000,1804
asia,Kuwait,1114.0,26.0,81280,1804
europe,Spain,1519.0,29.5,11677172,1804
americas,Panama,848.0,32.9,78842,1804
europe,Belgium,2414.0,40.03,3195197,1804
asia,Kyrgyz Republic,508.0,23.94,530343,1804
asia,"Hong Kong, China",1007.0,34.9,20000,1804
asia,Lao,865.0,31.9,470000,1804
asia,Guam,,27.5,6949,1804
americas,Colombia,963.0,32.0,1206000,1804
europe,Latvia,754.0,33.0,590588,1804
africa,Libya,1050.0,33.1,532771,1804
europe,Turkey,1222.0,35.0,9832839,1804
asia,"Macao, China",993.0,34.7,18761,1804
asia,Maldives,843.0,32.65,42378,1804
europe,"Macedonia, FYR",690.0,36.1,391865,1804
europe,Hungary,1250.0,36.0,3620408,1804
europe,Isle of Man,,,23533,1804
asia,Marshall Islands,540.0,,5828,1804
africa,Mauritania,528.0,32.0,382696,1804
europe,Ukraine,767.0,36.6,11215490,1804
africa,Niger,446.0,30.8,1244861,1804
europe,Monaco,1958.0,,7789,1804
asia,Mongolia,592.0,31.8,619000,1804
americas,Antigua and Barbuda,757.0,33.54,37000,1804
